user_id,bundle_id,bundle_name,total_games,owned_games,missing_games,ownership_ratio,missing_game_ids
1232999,761,World of Magicka Bundle,28,1,27,0.03571428571428571,"['73119', '73095', '73097', '393831', '73058', '42918', '73037', '73091', '73033', '73035', '73115', '73054', '73036', '73031', '73093', '73120', '266740', '73098', '73057', '238370', '393830', '73092', '73096', '73030', '414651', '73039', '255980']"
1232999,843,Abbey Games Bundle,3,1,2,0.3333333333333333,"['460390', '296970']"
12332165478953761,376,Sid Meier's Civilization V: Complete,16,1,15,0.0625,"['16863', '235580', '16866', '99611', '99610', '99614', '16870', '16862', '99612', '235584', '235585', '16867', '16860', '16861', '16868']"
12332165478953761,435,Meridian4 Action-Adventure Bundle,5,1,4,0.2,"['298140', '352520', '334070', '11370']"
12332165478953761,533,Rebellion Anthology,35,1,34,0.02857142857142857,"['397350', '63398', '3720', '305181', '305185', '305184', '210561', '301640', '247910', '305186', '3730', '227100', '63399', '7020', '305187', '254820', '305180', '3710', '254880', '312740', '222021', '326431', '254840', '238090', '404040', '312690', '254920', '326430', '254860', '305183', '305182', '312680', '3700', '281940']"
12332165478953761,542,Meridian4 Action Bundle,5,1,4,0.2,"['371510', '2540', '11340', '46520']"
12332165478953761,571,Sid Meier's Civilization Anthology,5,1,4,0.2,"['65980', '3910', '3900,3990,8800,16810', '353830']"
12332165478953761,594,Meridian4 Publisher Bundle,28,3,25,0.10714285714285714,"['223313', '11340', '352520', '11360', '11240', '11330', '2540', '223314', '223320', '345130', '11370', '223316', '223319', '312960', '46520', '335080', '371510', '223315', '223321', '298140', '321920', '223317', '223318', '355590', '19200']"
12332165478953761,612,The Elder Scrolls V: Skyrim + Add-Ons,4,1,3,0.25,"['211720', '220760', '226880']"
12332165478953761,624,Killing Floor 1 Complete Your Set!,22,1,21,0.045454545454545456,"['35425', '35417', '210934', '210932', '210937', '210943', '1256', '258751', '309990', '1257', '210944', '210936', '258752', '210933', '35419', '210945', '210938', '309991', '210931', '258750', '35429']"
12332165478953761,627,Tripwire Complete Bundle,27,1,26,0.037037037037037035,"['35425', '35417', '35460', '35480', '210934', '210932', '210937', '232090', '210943', '1256', '258751', '309990', '1257', '234510', '210944', '210936', '258752', '210933', '1200', '35419', '210945', '210938', '309991', '210931', '258750', '35429']"
12332165478953761,665,Valve Complete Pack,19,1,18,0.05263157894736842,"['620', '300', '420', '240', '280,360', '400', '40', '60', '500', '130', '220', '70', '50', '20', '30', '380,320', '10,80', '730']"
12332165478953761,667,Left 4 Dead Bundle,2,1,1,0.5,['500']
12332165478953761,696,Awesomenauts - Mega Value Pack,68,1,67,0.014705882352941176,"['204303', '399836', '251081', '230880', '251080', '319821', '256501', '333150', '204319', '256500', '425544', '204314', '230888', '387983', '230883', '387981', '204317', '230892', '387984', '286671', '230887', '333170', '425542', '387980', '204307', '204312', '399831', '387982', '256510', '256507', '230885', '351461', '443390', '425540', '351460', '256504', '204304', '230889', '204305', '376371', '319820', '230882', '204318', '204310', '256505', '333160', '399834', '230891', '306890', '376370', '410100', '230884', '497620', '256503', '327530', '256502', '204306', '230890', '204315', '204309', '204311', '286670', '376373', '399833', '256506', '376372', '204308']"
12332165478953761,727,Merge Games Mega Bundle,33,2,31,0.06060606060606061,"['307760', '299250', '275080', '6800', '318220', '324760', '352950', '277450', '277460', '405720', '315540', '6810', '362830', '403980', '407830', '33650', '277520', '331610', '381120', '390870', '277470', '410440', '277490', '277500', '306680', '315550', '342300', '200130', '373360', '383750', '411590']"
12332165478953761,747,Night Bundle,3,1,2,0.3333333333333333,"['298520', '358880']"
1233451231252123,665,Valve Complete Pack,19,2,17,0.10526315789473684,"['620', '300', '420', '240', '280,360', '400', '40', '60', '500', '130', '220', '70', '20', '30', '380,320', '10,80', '50']"
1233451231252123,667,Left 4 Dead Bundle,2,1,1,0.5,['500']
1233451231252123,676,Counter-Strike Complete,3,1,2,0.3333333333333333,"['240', '10,80']"
1233zaazen,612,The Elder Scrolls V: Skyrim + Add-Ons,4,1,3,0.25,"['211720', '220760', '226880']"
1233zaazen,665,Valve Complete Pack,19,3,16,0.15789473684210525,"['300', '420', '240', '280,360', '40', '60', '500', '130', '220', '70', '550', '20', '30', '380,320', '10,80', '50']"
1233zaazen,676,Counter-Strike Complete,3,1,2,0.3333333333333333,"['240', '10,80']"
1233zaazen,696,Awesomenauts - Mega Value Pack,68,1,67,0.014705882352941176,"['204303', '399836', '251081', '230880', '251080', '319821', '256501', '333150', '204319', '256500', '425544', '204314', '230888', '387983', '230883', '387981', '204317', '230892', '387984', '286671', '230887', '333170', '425542', '387980', '204307', '204312', '399831', '387982', '256510', '256507', '230885', '351461', '443390', '425540', '351460', '256504', '204304', '230889', '204305', '376371', '319820', '230882', '204318', '204310', '256505', '333160', '399834', '230891', '306890', '376370', '410100', '230884', '497620', '256503', '327530', '256502', '204306', '230890', '204315', '204309', '204311', '286670', '376373', '399833', '256506', '376372', '204308']"
1233zaazen,765,Don't Starve MEGA PACK,4,2,2,0.5,"['393010', '282470']"
1233zaazen,827,Goat Simulator: GOATY,5,1,4,0.2,"['463720', '335350', '425840', '344450']"
12341008,665,Valve Complete Pack,19,1,18,0.05263157894736842,"['620', '420', '240', '60', '130', '550', '300', '280,360', '400', '40', '500', '220', '70', '20', '30', '380,320', '10,80', '50']"
12341008,676,Counter-Strike Complete,3,1,2,0.3333333333333333,"['240', '10,80']"
12341846,364,Eidos Anthology,88,1,87,0.011363636363636364,"['216416', '225020', '35135', '28000', '265191', '6850', '208792', '208799', '225320', '224920', '208812', '35136', '35130', '208797', '8170', '208809', '8000', '216421', '8190', '216414', '216411', '242960', '238010', '211740', '208813', '203140', '208790', '208795', '7000', '216412', '208808', '208791', '35101', '208800', '35138', '28010', '224960', '208793', '216413', '216415', '208806', '216420', '6870', '265192', '208811', '35091', '35089', '28011', '318871', '208817', '208807', '35102', '289690', '208818', '318872', '258180', '35080', '216418', '208796', '28012', '211600', '8140', '208814', '6980', '6900', '239160', '203160', '6910', '35137', '224940', '208810', '224300', '247430', '6860', '216417', '225000', '225300', '224980', '216419', '35090', '208798', '35083', '259900', '265193', '8080', '318870', '6920']"
12341846,482,Telltale Collection,48,2,46,0.041666666666666664,"['94500', '31260', '201830', '8200', '8260', '250320', '456630', '261030', '207620', '31290', '429570', '31250', '94530', '31220', '94620', '8300', '31230', '8270', '8380', '8210', '8220', '330840', '8360', '31210', '8230', '8290', '8250', '8330', '8370', '31200', '94520', '94610', '8240', '31180', '94510', '8280', '31270', '94590', '376870', '31170', '207610', '31190', '31240', '330830', '8340', '8350']"
12341846,664,Half-Life Complete,8,1,7,0.125,"['420', '280,360', '130', '70', '20', '380,320', '50']"
12341846,665,Valve Complete Pack,19,3,16,0.15789473684210525,"['620', '300', '420', '240', '280,360', '400', '40', '60', '50', '130', '70', '20', '30', '380,320', '10,80', '730']"
1234321115,482,Telltale Collection,48,1,47,0.020833333333333332,"['94500', '31260', '201830', '8200', '8260', '250320', '456630', '261030', '207620', '31290', '429570', '31250', '94530', '31220', '94620', '8300', '31230', '8270', '8380', '8210', '8220', '330840', '8360', '31210', '8230', '8290', '8250', '8330', '8370', '31200', '94520', '234710', '8240', '94610', '31180', '94510', '8280', '31270', '94590', '376870', '31170', '207610', '31190', '31240', '330830', '8340', '8350']"
1234321115,536,"Borderlands ""Take Over Your Life Bundle""",8,2,6,0.25,"['8990', '261640', '65920', '40940', '330830', '50110']"
1234321115,624,Killing Floor 1 Complete Your Set!,22,1,21,0.045454545454545456,"['35425', '35417', '210934', '210932', '210937', '210943', '1256', '258751', '309990', '1257', '210944', '210936', '258752', '210933', '35419', '210945', '210938', '309991', '210931', '258750', '35429']"
1234321115,627,Tripwire Complete Bundle,27,1,26,0.037037037037037035,"['35425', '35417', '35460', '35480', '210934', '210932', '210937', '232090', '210943', '1256', '258751', '309990', '1257', '234510', '210944', '210936', '258752', '210933', '1200', '35419', '210945', '210938', '309991', '210931', '258750', '35429']"
1234321115,665,Valve Complete Pack,19,3,16,0.15789473684210525,"['620', '300', '420', '400', '280,360', '40', '60', '500', '130', '220', '70', '20', '30', '380,320', '10,80', '50']"
1234321115,667,Left 4 Dead Bundle,2,1,1,0.5,['500']
1234321115,676,Counter-Strike Complete,3,2,1,0.6666666666666666,"['10,80']"
1234321115,682,Source Multiplayer Pack,3,1,2,0.3333333333333333,"['300', '320']"
1234321115,704,Borderlands Triple Pack,7,2,5,0.2857142857142857,"['8990', '261640', '65920', '40940', '50110']"
1234321115,730,Amanita Bundle,6,1,5,0.16666666666666666,"['40720', '455370', '421120', '207690', '40703']"
1234455565,665,Valve Complete Pack,19,1,18,0.05263157894736842,"['620', '420', '240', '60', '130', '730', '300', '280,360', '400', '40', '500', '220', '70', '20', '30', '380,320', '10,80', '50']"
1234455565,667,Left 4 Dead Bundle,2,1,1,0.5,['500']
12345123456,1271,New World Collection,2,1,1,0.5,['447820']
12345123456,1378,Poo Pack,2,1,1,0.5,['485870']
12345123456,664,Half-Life Complete,8,1,7,0.125,"['420', '280,360', '220', '130', '20', '380,320', '50']"
12345123456,665,Valve Complete Pack,19,1,18,0.05263157894736842,"['620', '420', '300', '240', '280,360', '400', '40', '60', '500', '130', '220', '50', '550', '20', '30', '380,320', '10,80', '730']"
12345123456,678,Half-Life 1 Anthology,4,1,3,0.25,"['130', '50', '20']"
12345123456,696,Awesomenauts - Mega Value Pack,68,1,67,0.014705882352941176,"['204303', '399836', '251081', '230880', '251080', '319821', '256501', '333150', '204319', '256500', '425544', '204314', '230888', '387983', '230883', '387981', '204317', '230892', '387984', '286671', '230887', '333170', '425542', '387980', '204307', '204312', '399831', '387982', '256510', '256507', '230885', '351461', '443390', '425540', '351460', '256504', '204304', '230889', '204305', '376371', '319820', '230882', '204318', '204310', '256505', '333160', '399834', '230891', '306890', '376370', '410100', '230884', '497620', '256503', '327530', '256502', '204306', '230890', '204315', '204309', '204311', '286670', '376373', '399833', '256506', '376372', '204308']"
12345123456,765,Don't Starve MEGA PACK,4,1,3,0.25,"['219740', '393010', '282470']"
1234567124567,270,EA Racing Pack,5,1,4,0.2,"['47870', '17430', '47920', '24870']"
1234567124567,536,"Borderlands ""Take Over Your Life Bundle""",8,1,7,0.125,"['8990', '261640', '65920', '40940', '8980', '330830', '50110']"
1234567124567,570,BioShock Triple Pack,3,1,2,0.3333333333333333,"['8850', '7670']"
1234567124567,665,Valve Complete Pack,19,4,15,0.21052631578947367,"['300', '420', '280,360', '40', '60', '500', '130', '220', '70', '550', '20', '30', '380,320', '10,80', '50']"
1234567124567,676,Counter-Strike Complete,3,2,1,0.6666666666666666,"['10,80']"
1234567124567,682,Source Multiplayer Pack,3,1,2,0.3333333333333333,"['300', '320']"
1234567124567,704,Borderlands Triple Pack,7,1,6,0.14285714285714285,"['8990', '261640', '65920', '40940', '8980', '50110']"
1234567124567,761,World of Magicka Bundle,28,1,27,0.03571428571428571,"['73119', '73095', '73097', '393831', '73058', '42918', '73037', '73091', '73033', '73035', '73115', '73054', '73036', '73031', '73093', '73120', '266740', '73098', '73057', '238370', '393830', '73092', '73096', '73030', '414651', '73039', '255980']"
12345676543456789098543,264,More Spore,3,1,2,0.3333333333333333,"['17440', '24720']"
12345676543456789098543,536,"Borderlands ""Take Over Your Life Bundle""",8,1,7,0.125,"['8990', '261640', '65920', '40940', '8980', '330830', '50110']"
12345676543456789098543,624,Killing Floor 1 Complete Your Set!,22,1,21,0.045454545454545456,"['35425', '35417', '210934', '210932', '210937', '210943', '1256', '258751', '309990', '1257', '210944', '210936', '258752', '210933', '35419', '210945', '210938', '309991', '210931', '258750', '35429']"
12345676543456789098543,627,Tripwire Complete Bundle,27,1,26,0.037037037037037035,"['35425', '35417', '35460', '35480', '210934', '210932', '210937', '232090', '210943', '1256', '258751', '309990', '1257', '234510', '210944', '210936', '258752', '210933', '1200', '35419', '210945', '210938', '309991', '210931', '258750', '35429']"
12345676543456789098543,665,Valve Complete Pack,19,4,15,0.21052631578947367,"['300', '420', '400', '280,360', '40', '60', '500', '130', '220', '70', '20', '30', '380,320', '10,80', '50']"
12345676543456789098543,667,Left 4 Dead Bundle,2,1,1,0.5,['500']
12345676543456789098543,668,Portal Bundle,2,1,1,0.5,['400']
12345676543456789098543,676,Counter-Strike Complete,3,2,1,0.6666666666666666,"['10,80']"
12345676543456789098543,682,Source Multiplayer Pack,3,1,2,0.3333333333333333,"['300', '320']"
12345676543456789098543,704,Borderlands Triple Pack,7,1,6,0.14285714285714285,"['8990', '261640', '65920', '40940', '8980', '50110']"
12345676543456789098543,827,Goat Simulator: GOATY,5,1,4,0.2,"['463720', '335350', '425840', '344450']"
1234567810132,1056,Endorlight - Deluxe Edition,2,1,1,0.5,['450730']
1234567810132,1085,Microblast Games Bundle,6,1,5,0.16666666666666666,"['450470', '448070', '293180', '343360', '306160']"
1234567810132,1266,Alister Software bundle,2,1,1,0.5,['451880']
1234567810132,261,Back To Basics Sci Fi Bundle,7,1,6,0.14285714285714285,"['363490', '493650', '391070', '485330', '410210', '466840']"
1234567810132,309,Depth Hunter - GAME AND 3 DLC,4,1,3,0.25,"['361880', '331300', '321510']"
1234567810132,665,Valve Complete Pack,19,2,17,0.10526315789473684,"['620', '300', '420', '240', '280,360', '400', '40', '60', '500', '130', '220', '70', '20', '30', '380,320', '10,80', '50']"
1234567810132,667,Left 4 Dead Bundle,2,1,1,0.5,['500']
1234567810132,676,Counter-Strike Complete,3,1,2,0.3333333333333333,"['240', '10,80']"
123456787654329,1225,Risen Franchise Pack,9,1,8,0.1111111111111111,"['40300', '249270', '249230', '40392', '249250', '249290', '40393', '40391']"
123456787654329,1379,Guns of Icarus Online + Alliance Collector's Edition Bundle,3,1,2,0.3333333333333333,"['252590', '217810,217811']"
123456787654329,364,Eidos Anthology,88,3,85,0.03409090909090909,"['216416', '225020', '35135', '28000', '265191', '6850', '208792', '208799', '225320', '224920', '208812', '35136', '35130', '208797', '8170', '208809', '8000', '216421', '216414', '216411', '242960', '238010', '211740', '208813', '208790', '208795', '7000', '216412', '208808', '208791', '35101', '208800', '35138', '28010', '224960', '208793', '216413', '216415', '208806', '216420', '6870', '265192', '208811', '35091', '35089', '28011', '318871', '208817', '208807', '35102', '289690', '208818', '6880', '318872', '258180', '35080', '216418', '208796', '28012', '211600', '8140', '208814', '6980', '6900', '239160', '203160', '6910', '35137', '224940', '208810', '224300', '247430', '216417', '225000', '225300', '224980', '216419', '35090', '208798', '35083', '259900', '265193', '8080', '318870', '6920']"
123456787654329,376,Sid Meier's Civilization V: Complete,16,1,15,0.0625,"['16863', '235580', '16866', '99611', '99610', '99614', '16870', '16862', '99612', '235584', '235585', '16867', '16860', '16861', '16868']"
123456787654329,571,Sid Meier's Civilization Anthology,5,1,4,0.2,"['65980', '3910', '3900,3990,8800,16810', '353830']"
123456787654329,612,The Elder Scrolls V: Skyrim + Add-Ons,4,1,3,0.25,"['211720', '220760', '226880']"
123456787654329,649,The Binding of Isaac : Rebirth + Afterbirth Bundle,2,1,1,0.5,['401920']
123456787654329,664,Half-Life Complete,8,5,3,0.625,"['380,320', '420', '280,360']"
123456787654329,665,Valve Complete Pack,19,11,8,0.5789473684210527,"['300', '420', '240', '400', '280,360', '500', '380,320', '10,80']"
123456787654329,667,Left 4 Dead Bundle,2,1,1,0.5,['500']
123456787654329,668,Portal Bundle,2,1,1,0.5,['400']
123456787654329,670,Counter-Strike 1 Anthology,4,3,1,0.75,"['10,80']"
123456787654329,676,Counter-Strike Complete,3,1,2,0.3333333333333333,"['240', '10,80']"
123456787654329,683,Ultimate Action Duo Pack: Just Cause 3 + Rise of the Tomb Raider,2,1,1,0.5,['391220']
123456787654329,765,Don't Starve MEGA PACK,4,2,2,0.5,"['393010', '282470']"
123456787654329,827,Goat Simulator: GOATY,5,1,4,0.2,"['463720', '335350', '425840', '344450']"
12345678901234567890123456567890,1114,Dead Rising Triple Pack,3,1,2,0.3333333333333333,"['45770', '427190']"
12345678901234567890123456567890,1271,New World Collection,2,1,1,0.5,['447820']
12345678901234567890123456567890,1282,Thomas Was Alone + Volume,2,1,1,0.5,['365770']
12345678901234567890123456567890,1340,BioWare Bundle,4,1,3,0.25,"['17460', '24980', '7110']"
12345678901234567890123456567890,1390,M2H Bundle,3,1,2,0.3333333333333333,"['423810', '343440']"
12345678901234567890123456567890,1420,2016 Capcom Collector's Bundle,37,1,36,0.02702702702702703,"['235210', '234210', '381712', '353050', '21640', '221040', '450001', '339340', '381713', '233920', '223792', '45775', '45773', '236570', '232590', '45776', '390340', '353052', '353051', '234250', '234230', '223790', '233940', '220440', '233960', '450000', '45770', '232570', '381711', '232550', '353053', '45774', '226720', '381710', '232530', '223793']"
12345678901234567890123456567890,1437,Dead Rising Collector's Pack,12,1,11,0.08333333333333333,"['45770', '45776', '353053', '353052', '45774', '353050', '45775', '45773', '353051', '265550', '427190']"
12345678901234567890123456567890,262,Devolver Digital + XSplit Streamer Pack,3,1,2,0.3333333333333333,"['311690', '450530']"
12345678901234567890123456567890,264,More Spore,3,1,2,0.3333333333333333,"['17440', '24720']"
12345678901234567890123456567890,265,Command & Conquer Pack,5,1,4,0.2,"['47700', '24810', '17480', '24800']"
12345678901234567890123456567890,305,DOOM + Steam Controller Bundle,2,1,1,0.5,['353370']
12345678901234567890123456567890,364,Eidos Anthology,88,4,84,0.045454545454545456,"['216416', '225020', '35135', '28000', '265191', '208792', '208799', '225320', '224920', '208812', '35136', '35130', '208797', '8170', '208809', '8000', '216421', '216414', '216411', '242960', '238010', '211740', '208813', '208790', '208795', '7000', '216412', '208808', '208791', '35101', '208800', '35138', '28010', '224960', '208793', '216413', '216415', '208806', '216420', '6870', '265192', '208811', '35091', '35089', '28011', '318871', '208817', '208807', '35102', '289690', '208818', '6880', '318872', '258180', '35080', '216418', '208796', '28012', '211600', '8140', '208814', '6980', '6900', '239160', '203160', '6910', '35137', '224940', '208810', '224300', '247430', '216417', '225000', '225300', '224980', '216419', '35090', '208798', '35083', '259900', '265193', '8080', '318870', '6920']"
12345678901234567890123456567890,376,Sid Meier's Civilization V: Complete,16,1,15,0.0625,"['16863', '235580', '16866', '99611', '99610', '99614', '16870', '16862', '99612', '235584', '235585', '16867', '16860', '16861', '16868']"
12345678901234567890123456567890,482,Telltale Collection,48,7,41,0.14583333333333334,"['94500', '31260', '201830', '8200', '8260', '456630', '31290', '207620', '429570', '31250', '94530', '31220', '94620', '8300', '31230', '8270', '8380', '8220', '8210', '330840', '8360', '31210', '8230', '8290', '8250', '8330', '8370', '31200', '94520', '94610', '8240', '31180', '94510', '8280', '31270', '94590', '31170', '31190', '31240', '8340', '8350']"
12345678901234567890123456567890,533,Rebellion Anthology,35,1,34,0.02857142857142857,"['397350', '63398', '3720', '305181', '305185', '305184', '210561', '301640', '247910', '305186', '3730', '227100', '63399', '7020', '305187', '254820', '305180', '3710', '254880', '312740', '222021', '326431', '254840', '238090', '404040', '312690', '254920', '326430', '254860', '305183', '305182', '312680', '3700', '281940']"
12345678901234567890123456567890,536,"Borderlands ""Take Over Your Life Bundle""",8,2,6,0.25,"['8990', '261640', '65920', '40940', '8980', '50110']"
12345678901234567890123456567890,571,Sid Meier's Civilization Anthology,5,1,4,0.2,"['65980', '3910', '3900,3990,8800,16810', '353830']"
12345678901234567890123456567890,612,The Elder Scrolls V: Skyrim + Add-Ons,4,1,3,0.25,"['211720', '220760', '226880']"
12345678901234567890123456567890,624,Killing Floor 1 Complete Your Set!,22,1,21,0.045454545454545456,"['35425', '35417', '210934', '210932', '210937', '210943', '1256', '258751', '309990', '1257', '210944', '210936', '258752', '210933', '35419', '210945', '210938', '309991', '210931', '258750', '35429']"
12345678901234567890123456567890,627,Tripwire Complete Bundle,27,1,26,0.037037037037037035,"['35425', '35417', '35460', '35480', '210934', '210932', '210937', '232090', '210943', '1256', '258751', '309990', '1257', '234510', '210944', '210936', '258752', '210933', '1200', '35419', '210945', '210938', '309991', '210931', '258750', '35429']"
12345678901234567890123456567890,649,The Binding of Isaac : Rebirth + Afterbirth Bundle,2,1,1,0.5,['401920']
12345678901234567890123456567890,651,Adult Swim Games,14,1,13,0.07142857142857142,"['250260', '327510', '247240', '327520', '312510', '238530', '238630', '306440', '327500', '224820', '312530', '340000', '247140']"
12345678901234567890123456567890,664,Half-Life Complete,8,6,2,0.75,"['380,320', '280,360']"
12345678901234567890123456567890,665,Valve Complete Pack,19,8,11,0.42105263157894735,"['300', '240', '280,360', '40', '60', '500', '550', '30', '380,320', '10,80', '730']"
12345678901234567890123456567890,682,Source Multiplayer Pack,3,1,2,0.3333333333333333,"['240', '300']"
12345678901234567890123456567890,704,Borderlands Triple Pack,7,1,6,0.14285714285714285,"['8990', '261640', '65920', '40940', '8980', '50110']"
12345678901234567890123456567890,736,Galactic Civilizations III Gold,11,1,10,0.09090909090909091,"['390740', '455460', '420030', '389930', '495370', '373980', '395990', '411650', '484860', '495371']"
12345678901234567890123456567890,769,Worms Collection,20,1,19,0.05,"['22630', '22633', '70650', '235230', '22632', '200185', '22631', '217200', '22600', '70600', '70617', '70620', '200189', '233840', '22634', '200188', '70660', '70640', '70616']"
12345678901234567890123456567890,843,Abbey Games Bundle,3,1,2,0.3333333333333333,"['460390', '296970']"
12345678901234567890123456567890,893,The Escapists: Complete Pack,5,1,4,0.2,"['408730', '349350', '349310', '376700']"
12345678901234567890123456567890,972,Alientrap Bundle,5,1,4,0.2,"['95300', '287220', '389220', '208750']"
1234567890192837465,1271,New World Collection,2,1,1,0.5,['447820']
1234567890192837465,448,tinyBuild Mega 2016 Bundle,5,2,3,0.4,"['394310', '356570', '403940']"
1234567890192837465,473,Fruitbat Factory Publisher Bundle,24,1,23,0.041666666666666664,"['262230', '263400', '301920', '376200', '390730', '465480', '366780', '301930', '425360', '258090', '334080', '262142', '338360', '316600', '312340', '411400', '388790', '411401', '335200', '262141', '327340', '335190', '271010']"
1234567890192837465,482,Telltale Collection,48,2,46,0.041666666666666664,"['94500', '31260', '201830', '8200', '8260', '250320', '456630', '261030', '207620', '31290', '429570', '31250', '94530', '31220', '94620', '8300', '31230', '8270', '8380', '8210', '8220', '330840', '8360', '31210', '8230', '8290', '8250', '8330', '8370', '31200', '94520', '234710', '8240', '94610', '31180', '94510', '8280', '31270', '94590', '31170', '207610', '31190', '31240', '330830', '8340', '8350']"
1234567890192837465,536,"Borderlands ""Take Over Your Life Bundle""",8,1,7,0.125,"['8990', '261640', '65920', '40940', '8980', '330830', '50110']"
1234567890192837465,665,Valve Complete Pack,19,5,14,0.2631578947368421,"['300', '420', '400', '280,360', '40', '60', '130', '220', '70', '20', '30', '380,320', '10,80', '50']"
1234567890192837465,668,Portal Bundle,2,1,1,0.5,['400']
1234567890192837465,676,Counter-Strike Complete,3,2,1,0.6666666666666666,"['10,80']"
1234567890192837465,682,Source Multiplayer Pack,3,1,2,0.3333333333333333,"['300', '320']"
1234567890192837465,704,Borderlands Triple Pack,7,1,6,0.14285714285714285,"['8990', '261640', '65920', '40940', '8980', '50110']"
1234567890192837465,765,Don't Starve MEGA PACK,4,1,3,0.25,"['219740', '393010', '282470']"
1234567890192837465,869,SpeedRunners Deluxe Pack,3,1,2,0.3333333333333333,"['317480', '317490']"
1234567890192837465,949,100% Orange Juice - All Stars Collection,8,1,7,0.125,"['334080', '327340', '338360', '376200', '465480', '388790', '425360']"
1234567890qweccrtht,364,Eidos Anthology,88,1,87,0.011363636363636364,"['216416', '225020', '35135', '28000', '265191', '6850', '208792', '208799', '225320', '224920', '208812', '35136', '35130', '208797', '8170', '208809', '8000', '216421', '8190', '216414', '216411', '242960', '238010', '211740', '208813', '203140', '208790', '208795', '7000', '216412', '208808', '208791', '35101', '208800', '35138', '28010', '224960', '208793', '216413', '216415', '208806', '216420', '6870', '265192', '208811', '35091', '35089', '28011', '318871', '208817', '208807', '35102', '289690', '208818', '6880', '318872', '258180', '35080', '216418', '208796', '28012', '211600', '8140', '208814', '6980', '6900', '239160', '6910', '35137', '224940', '208810', '224300', '247430', '6860', '216417', '225000', '225300', '224980', '216419', '35090', '208798', '35083', '259900', '265193', '8080', '318870', '6920']"
1234567890qweccrtht,384,Devolver Digital First-Person Shooter Bundle,3,1,2,0.3333333333333333,"['41070', '407810']"
1234567890qweccrtht,496,The Witcher Trilogy,3,1,2,0.3333333333333333,"['20900', '292030']"
1234567890qweccrtht,653,JMJ Films + Games Bundle,6,1,5,0.16666666666666666,"['394920', '382630', '382670', '41070', '371270']"
1234567890qweccrtht,664,Half-Life Complete,8,1,7,0.125,"['420', '280,360', '130', '70', '20', '380,320', '50']"
1234567890qweccrtht,665,Valve Complete Pack,19,2,17,0.10526315789473684,"['620', '300', '420', '240', '280,360', '400', '40', '60', '500', '130', '70', '550', '20', '30', '380,320', '10,80', '50']"
1234567890qweccrtht,676,Counter-Strike Complete,3,1,2,0.3333333333333333,"['240', '10,80']"
1234567890qweccrtht,827,Goat Simulator: GOATY,5,1,4,0.2,"['463720', '335350', '425840', '344450']"
12345678910123,682,Source Multiplayer Pack,3,1,2,0.3333333333333333,"['240', '300']"
12345678910a,1033,The Codemasters Complete Collection,56,1,55,0.017857142857142856,"['226580', '12710', '208500', '203680', '286570', '220811', '220801', '12790', '221167', '255692', '220804', '255220', '221164', '289021', '289022', '255690', '11450', '220809', '12810', '282092', '44360', '221161', '287260', '11560', '221165', '306670', '220802', '289023', '220805', '44310', '220813', '282090', '12750', '11590', '12770', '221166', '220806', '287340', '289024', '310560', '289025', '289020', '220812', '12830', '255691', '221160', '220803', '220807', '391040', '201700', '44340', '282091', '221162', '221168', '321040']"
12345678910a,1114,Dead Rising Triple Pack,3,1,2,0.3333333333333333,"['45770', '427190']"
12345678910a,1420,2016 Capcom Collector's Bundle,37,2,35,0.05405405405405406,"['235210', '234210', '381712', '353050', '21640', '450001', '339340', '381713', '233920', '223792', '45775', '45773', '236570', '232590', '45776', '390340', '353052', '353051', '234250', '234230', '223790', '233940', '220440', '233960', '450000', '45770', '232570', '381711', '232550', '353053', '45774', '226720', '381710', '232530', '223793']"
12345678910a,1433,Resident Evil 4/5/6,3,1,2,0.3333333333333333,"['21690', '254700']"
12345678910a,1437,Dead Rising Collector's Pack,12,1,11,0.08333333333333333,"['45770', '45776', '353053', '353052', '45774', '353050', '45775', '45773', '353051', '265550', '427190']"
12345678910a,364,Eidos Anthology,88,5,83,0.056818181818181816,"['216416', '225020', '35135', '28000', '265191', '6850', '208792', '208799', '225320', '224920', '208812', '35136', '35130', '208797', '8170', '208809', '8000', '216421', '8190', '216414', '216411', '242960', '238010', '208813', '208790', '208795', '7000', '216412', '208808', '208791', '35101', '208800', '35138', '28010', '224960', '208793', '216413', '216415', '208806', '216420', '6870', '265192', '208811', '35091', '35089', '28011', '318871', '208817', '208807', '35102', '289690', '208818', '6880', '318872', '258180', '35080', '216418', '208796', '28012', '8140', '208814', '6900', '203160', '6910', '35137', '224940', '208810', '224300', '247430', '6860', '216417', '225000', '225300', '224980', '216419', '35090', '208798', '35083', '259900', '265193', '8080', '318870', '6920']"
12345678910a,462,Assassin's Creed Bundle,4,1,3,0.25,"['242050', '368500', '311560']"
12345678910a,536,"Borderlands ""Take Over Your Life Bundle""",8,2,6,0.25,"['8990', '65920', '40940', '8980', '330830', '50110']"
12345678910a,624,Killing Floor 1 Complete Your Set!,22,1,21,0.045454545454545456,"['35425', '35417', '210934', '210932', '210937', '210943', '1256', '258751', '309990', '1257', '210944', '210936', '258752', '210933', '35419', '210945', '210938', '309991', '210931', '258750', '35429']"
12345678910a,627,Tripwire Complete Bundle,27,2,25,0.07407407407407407,"['35425', '35417', '35460', '35480', '210934', '210932', '210937', '210943', '1256', '258751', '309990', '1257', '234510', '210944', '210936', '258752', '210933', '1200', '35419', '210945', '210938', '309991', '210931', '258750', '35429']"
