item_idx,item_id,num_owners,popularity_rank,popularity_score
1747,252710,51,2312,0.0010288273385648868
1748,252730,234,3841,0.0047205019063565395
1749,252750,72,3978,0.0014524621250327813
1750,252770,94,1859,0.0018962699965705755
1751,252830,121,9126,0.0024409432934578684
1752,252850,3,247,6.051925520969922e-05
1753,252870,241,2695,0.004861713501845838
1754,252890,51,2735,0.0010288273385648868
1755,252910,240,916,0.004841540416775938
1756,252950,11605,4795,0.2341086522361865
1757,252970,22,1519,0.0004438078715377943
1758,253030,3035,10666,0.06122531318714571
1759,253110,312,4684,0.0062940025418087185
1760,253130,183,1151,0.0036916745677916525
1761,253150,63,3070,0.0012709043594036837
1762,253190,111,4513,0.002239212442758871
1763,253230,30,4658,0.0006051925520969922
1764,253250,406,8748,0.008190272538379294
1765,253290,244,7178,0.004922232757055537
1766,253310,83,2298,0.0016743660608016784
1767,253330,247,1241,0.004982752012265236
1768,253350,69,1173,0.001391942869823082
1769,253370,467,58,0.009420830727643178
1770,253390,37,244,0.0007464041475862904
1771,253410,495,6599,0.00998567710960037
1772,253430,1008,1437,0.02033446975045894
1773,253470,226,5757,0.0045591172257973414
1774,253490,151,8090,0.0030461358455548607
1775,253510,525,3721,0.010590869661697363
1776,253530,551,52,0.011115369873514757
1777,253570,126,268,0.0025418087188073674
1778,253610,143,5377,0.0028847511649956626
1779,253630,355,5885,0.007161445199814408
1780,253650,639,1630,0.012890601359665934
1781,253670,8,3186,0.00016138468055919793
1782,253690,151,8781,0.0030461358455548607
1783,253710,7156,7082,0.14435859676020255
1784,253750,153,4487,0.00308648201569466
1785,253770,94,2412,0.0018962699965705755
1786,253790,59,1593,0.0011902120191240846
1787,253860,248,1582,0.005002925097335136
1788,253880,428,925,0.008634080409917089
1789,253900,1684,5174,0.03397147525771116
1790,253920,810,10927,0.01634019890661879
1791,253940,660,2211,0.013314236146133827
1792,253960,239,549,0.004821367331706038
1793,253980,2643,7491,0.05331746383974501
1794,2540,525,10841,0.010590869661697363
1795,254000,1215,5926,0.024510298359928184
1796,254020,1196,3029,0.02412700974360009
1797,254040,1431,2113,0.028867684735026527
1798,254060,1221,2664,0.024631336870347582
1799,254080,402,2632,0.008109580198099695
1800,254100,469,668,0.009461176897782978
1801,254130,35,9487,0.0007060579774464909
1802,254200,342,9585,0.006899195093905711
1803,254320,61,10842,0.0012305581892638842
1804,254440,701,4645,0.014141332633999717
1805,254460,60,1395,0.0012103851041939844
1806,254480,52,10840,0.0010490004236347866
1807,2545,525,10839,0.010590869661697363
1808,254590,24,1091,0.00048415404167759376
1809,254650,39,10838,0.0007867503177260898
1810,254700,1292,5615,0.026063625910310462
1811,254820,23,392,0.000463980956607694
1812,254840,38,2673,0.0007665772326561902
1813,254860,23,9300,0.000463980956607694
1814,254880,34,1314,0.0006858848923765911
1815,254920,27,3103,0.0005446732968872929
1816,254960,146,2193,0.002945270420205362
1817,254980,146,226,0.002945270420205362
1818,2550,525,289,0.010590869661697363
1819,25500,176,1333,0.0035504629723023544
1820,255010,9,481,0.00018155776562909766
1821,255030,32,5268,0.0006455387222367917
1822,255070,830,6631,0.016743660608016783
1823,255220,1069,10728,0.02156502793972282
1824,255260,11,3442,0.00022190393576889715
1825,255280,178,4479,0.0035908091424421535
1826,255300,244,368,0.004922232757055537
1827,255320,240,1077,0.004841540416775938
1828,255340,153,2580,0.00308648201569466
1829,255370,787,1480,0.015876217950011096
1830,255390,66,1477,0.0013314236146133827
1831,255420,659,3643,0.013294063061063928
1832,255480,306,3507,0.00617296403138932
1833,255500,44,3500,0.0008876157430755886
1834,255520,4268,3495,0.08609872707833209
1835,255710,4827,3516,0.09737548163240604
1836,255870,422,6984,0.00851304189949769
1837,255920,186,5711,0.0037521938230013516
1838,255940,161,5894,0.0032478666962538582
1839,255960,43,3512,0.0008674426580056888
1840,25600,85,2194,0.001714712230941478
1841,256010,36,1232,0.0007262310625163906
1842,256030,37,4069,0.0007464041475862904
1843,256050,66,3437,0.0013314236146133827
1844,256070,52,3061,0.0010490004236347866
1845,256190,209,1788,0.004216174779609045
1846,25620,122,4761,0.0024611163785277683
1847,256290,1030,2080,0.020778277621996733
1848,256330,128,3938,0.002582154888947167
1849,256350,187,5929,0.0037723669080712515
1850,256370,94,2131,0.0018962699965705755
1851,256390,29,10921,0.0005850194670270924
1852,256410,1237,8470,0.02495410623146598
1853,256440,3,4929,6.051925520969922e-05
1854,2570,281,792,0.005668636904641827
1855,25700,345,3073,0.00695971434911541
1856,257030,61,5616,0.0012305581892638842
1857,257050,295,502,0.005951060095620423
1858,257080,73,1836,0.001472635210102681
1859,257120,462,4636,0.00931996530229368
1860,257170,142,466,0.002864578079925763
1861,257220,8,1138,0.00016138468055919793
1862,257260,21,3901,0.00042363478646789454
1863,257350,528,904,0.010651388916907062
1864,257400,840,6301,0.01694539145871578
1865,257510,1350,2782,0.02723366484436465
1866,257610,8,4114,0.00016138468055919793
1867,257630,243,7323,0.004902059671985637
1868,257650,7,7645,0.00014121159548929817
1869,257670,13,5617,0.00026225010590869664
1870,257690,41,4222,0.0008270964878658893
1871,257710,1133,9883,0.022856105384196405
1872,257730,1864,1037,0.037602630570293116
1873,257750,1128,3223,0.022755239958846908
1874,257770,48,5382,0.0009683080833551875
1875,257790,81,3240,0.001634019890661879
1876,257830,255,1291,0.005144136692824434
1877,257850,497,1697,0.01002602327974017
1878,257870,38,5611,0.0007665772326561902
1879,257890,652,1924,0.013152851465574631
1880,257930,16,787,0.00032276936111839586
1881,257970,185,5705,0.003732020737931452
1882,257990,139,8576,0.002804058824716064
1883,25800,1041,152,0.02100018155776563
1884,258010,377,5614,0.007605253071352202
1885,258030,8,7249,0.00016138468055919793
1886,258050,476,840,0.009602388493272275
1887,258070,77,2192,0.0015533275503822799
1888,258090,221,5612,0.0044582518004478424
1889,258160,2887,6544,0.05823969659680055
1890,258180,1460,5954,0.02945270420205362
1891,258200,663,7539,0.013374755401343528
1892,258220,141,5613,0.0028444049948558635
1893,258240,122,1513,0.0024611163785277683
1894,25830,159,8793,0.0032075205261140587
1895,25840,24,681,0.00048415404167759376
1896,25850,193,10122,0.0038934054184906496
1897,258520,672,3638,0.013556313166972625
1898,258590,193,1764,0.0038934054184906496
1899,25860,35,10635,0.0007060579774464909
1900,25870,6,4124,0.00012103851041939844
1901,258700,518,5610,0.010449658066208066
1902,258760,398,10585,0.008028887857820096
1903,258880,281,2674,0.005668636904641827
1904,258890,465,9750,0.009380484557503378
1905,25890,1030,2190,0.020778277621996733
1906,258910,345,4262,0.00695971434911541
1907,258950,169,5043,0.003409251376813056
1908,258970,1210,442,0.024409432934578684
1909,2590,989,545,0.019951181134130844
1910,25900,591,3200,0.011922293276310746
1911,259000,2,10042,4.034617013979948e-05
1912,259020,112,1799,0.0022593855278287707
1913,259060,71,6311,0.0014322890399628815
1914,25910,118,1447,0.0023804240382481693
1915,259130,1044,1204,0.021060700812975328
1916,259170,146,1436,0.002945270420205362
1917,259190,39,4816,0.0007867503177260898
1918,25920,33,3492,0.0006657118073066914
1919,259280,910,5609,0.018357507413608764
1920,25930,145,633,0.002925097335135462
1921,259300,769,4907,0.0155131024187529
1922,259320,347,10660,0.00700006051925521
1923,259340,226,1390,0.0045591172257973414
1924,259360,415,1701,0.008371830304008392
1925,259390,335,280,0.006757983498416413
1926,25940,70,2202,0.0014121159548929818
1927,259410,41,1902,0.0008270964878658893
1928,259430,104,630,0.002098000847269573
1929,259450,28,801,0.0005648463819571927
1930,259470,156,2611,0.0031470012709043592
1931,259490,99,5208,0.001997135421920074
1932,259510,144,5423,0.0029049242500655626
1933,259530,770,1234,0.0155332755038228
1934,259550,240,817,0.004841540416775938
1935,259570,72,5537,0.0014524621250327813
1936,259600,268,2856,0.00540638679873313
1937,259620,213,1410,0.004296867119888644
1938,259640,52,4592,0.0010490004236347866
1939,259660,74,10665,0.0014928082951725808
1940,259680,364,783,0.007343002965443505
1941,259700,151,5559,0.0030461358455548607
1942,259720,64,2318,0.0012910774444735834
1943,259740,196,1255,0.003953924673700349
1944,259760,233,620,0.0047003288212866395
1945,259780,249,1299,0.005023098182405035
1946,25980,251,1408,0.005063444352544835
1947,259810,62,7140,0.001250731274333784
1948,259830,95,7869,0.0019164430816404753
1949,259870,90,3399,0.0018155776562909765
1950,259890,322,1670,0.0064957333925077165
1951,25990,259,816,0.005224829033104033
1952,259910,24,3072,0.00048415404167759376
1953,259940,220,3025,0.0044380787153779425
1954,259960,218,4892,0.004397732545238143
1955,259980,223,7550,0.004498597970587642
1956,2600,1121,9446,0.02261402836335761
1957,26000,184,986,0.003711847652861552
1958,260000,221,5035,0.0044582518004478424
1959,260020,216,6020,0.004357386375098343
1960,260040,217,445,0.004377559460168243
1961,260060,218,1280,0.004397732545238143
1962,260130,152,10583,0.0030663089306247606
1963,260160,84,2046,0.0016945391458715782
1964,260190,98,2381,0.0019769623368501746
1965,260210,302,245,0.006092271691109721
1966,260230,982,5925,0.019809969538641545
1967,260250,224,10213,0.0045187710556575415
1968,260270,100,579,0.002017308506989974
1969,260330,126,642,0.0025418087188073674
1970,260380,29,1591,0.0005850194670270924
1971,260410,942,7165,0.019003046135845556
1972,260430,617,384,0.01244679348812814
1973,260510,53,420,0.001069173508704686
1974,260530,13,4443,0.00026225010590869664
1975,260550,28,1884,0.0005648463819571927
1976,260570,87,543,0.0017550584010812774
1977,260650,90,7228,0.0018155776562909765
1978,260690,128,10953,0.002582154888947167
1979,260710,123,7717,0.002481289463597668
1980,260730,155,8194,0.0031268281858344597
1981,260750,290,2593,0.005850194670270924
1982,260770,290,802,0.005850194670270924
1983,260790,312,3875,0.0062940025418087185
1984,260930,58,659,0.0011700389340541849
1985,2610,134,1256,0.002703193399366565
1986,261030,3587,8270,0.07236085614573037
1987,261110,721,1331,0.014544794335397713
1988,261180,1995,10736,0.04024530471444998
1989,261350,57,1612,0.0011498658489842851
1990,261430,128,669,0.002582154888947167
1991,261470,65,6931,0.001311250529543483
1992,261490,75,3568,0.0015129813802424806
1993,261510,1268,836,0.02557947186863287
1994,261530,282,3323,0.005688809989711727
1995,261570,1166,10848,0.023521817191503095
1996,261600,19,7968,0.0003832886163280951
1997,261640,5764,1620,0.1162776623429021
1998,261680,46,5993,0.000927961913215388
1999,261700,174,1745,0.003510116802162555
2000,261720,161,366,0.0032478666962538582
2001,261740,37,3239,0.0007464041475862904
2002,261760,731,1029,0.01474652518609671
2003,261880,175,1624,0.0035302898872324544
2004,261900,1,451,2.017308506989974e-05
2005,261920,12,285,0.00024207702083879688
2006,261940,99,4373,0.001997135421920074
2007,261960,96,291,0.001936616166710375
2008,2620,613,4616,0.01236610114784854
2009,262000,19,890,0.0003832886163280951
2010,262060,1713,4120,0.034556494724738256
2011,262080,36,373,0.0007262310625163906
2012,262100,43,8490,0.0008674426580056888
2013,262120,164,8529,0.0033083859514635573
2014,262150,661,462,0.013334409231203728
2015,262190,11,4581,0.00022190393576889715
2016,262210,89,900,0.0017954045712210767
2017,262240,69,7240,0.001391942869823082
2018,262260,143,8683,0.0028847511649956626
2019,262280,186,4966,0.0037521938230013516
2020,262300,221,10797,0.0044582518004478424
2021,262390,231,9084,0.00465998265114684
2022,262410,4831,264,0.09745617397268565
2023,262450,42,2162,0.0008472695729357891
2024,262470,72,6294,0.0014524621250327813
2025,262490,49,1940,0.0009884811684250873
2026,262510,1,7350,2.017308506989974e-05
2027,262550,213,3048,0.004296867119888644
2028,262590,72,4773,0.0014524621250327813
2029,262610,6,7056,0.00012103851041939844
2030,262630,2,2495,4.034617013979948e-05
2031,262650,28,1224,0.0005648463819571927
2032,262690,256,9945,0.005164309777894334
2033,262750,191,3615,0.00385305924835085
2034,262770,111,2091,0.002239212442758871
2035,262790,203,2395,0.004095136269189647
2036,262830,252,10701,0.005083617437614735
2037,262850,43,8069,0.0008674426580056888
2038,262870,36,10525,0.0007262310625163906
2039,262900,116,10532,0.0023400778681083698
2040,262920,49,7812,0.0009884811684250873
2041,262940,125,7803,0.0025216356337374674
2042,262960,65,10531,0.001311250529543483
2043,262980,63,7813,0.0012709043594036837
2044,2630,780,7804,0.015735006354521797
2045,26300,5,10530,0.0001008654253494987
2046,263020,383,85,0.0077262915817716
2047,263040,11,7807,0.00022190393576889715
2048,263060,845,7805,0.01704625688406528
2049,263080,116,10524,0.0023400778681083698
2050,263100,143,10529,0.0028847511649956626
2051,263120,94,7806,0.0018962699965705755
2052,263140,166,7802,0.003348732121603357
2053,263180,3,7811,6.051925520969922e-05
2054,263200,157,7801,0.003167174355974259
2055,263260,22,10527,0.0004438078715377943
2056,263280,1459,1002,0.02943253111698372
2057,263300,544,8075,0.010974158278025458
2058,263320,219,10526,0.004417905630308043
2059,263340,64,7800,0.0012910774444735834
2060,263360,217,2450,0.004377559460168243
2061,263380,121,10523,0.0024409432934578684
2062,263400,152,10528,0.0030663089306247606
2063,263420,280,1211,0.005648463819571927
2064,263440,724,7810,0.014605313590607412
2065,263460,75,7809,0.0015129813802424806
2066,263480,61,7799,0.0012305581892638842
2067,263500,1372,7808,0.027677472715902443
2068,263520,61,10522,0.0012305581892638842
2069,263540,1542,115,0.0311068971777854
2070,263560,184,2316,0.003711847652861552
2071,263600,2,9452,4.034617013979948e-05
2072,263620,498,3319,0.01004619636481007
2073,263640,2,892,4.034617013979948e-05
2074,263680,84,2244,0.0016945391458715782
2075,263700,231,7588,0.00465998265114684
2076,263740,248,917,0.005002925097335136
2077,263760,1958,997,0.03949890056686369
2078,263800,4,872,8.069234027959896e-05
2079,263820,191,1160,0.00385305924835085
2080,263840,426,1732,0.008593734239777289
2081,263860,125,286,0.0025216356337374674
2082,263880,114,6909,0.0022997316979685703
2083,263920,28,2826,0.0005648463819571927
2084,263940,14,1779,0.00028242319097859634
2085,263960,52,7643,0.0010490004236347866
2086,263980,1581,1525,0.03189364749551149
2087,2640,552,5522,0.011135542958584656
2088,264000,48,2405,0.0009683080833551875
2089,264060,163,1389,0.0032882128663936578
2090,264080,80,5605,0.0016138468055919791
2091,264120,361,333,0.007282483710233806
2092,264140,3129,1082,0.06312158318371629
2093,264160,76,1388,0.0015331544653123803
2094,264200,2421,1238,0.04883903895422727
2095,264220,70,10684,0.0014121159548929818
2096,264240,892,5631,0.01799439188235057
2097,264260,16,2677,0.00032276936111839586
2098,264280,230,2376,0.0046398095660769405
2099,264300,223,2303,0.004498597970587642
2100,264320,86,4183,0.0017348853160113777
2101,264340,121,10738,0.0024409432934578684
2102,264360,1547,255,0.031207762603134896
2103,264380,994,4182,0.02005204655948034
2104,264400,8,482,0.00016138468055919793
2105,264420,1,10336,2.017308506989974e-05
2106,264440,4,142,8.069234027959896e-05
2107,264460,40,5607,0.0008069234027959896
2108,264480,73,1518,0.001472635210102681
2109,264520,45,6606,0.0009077888281454883
2110,264540,341,1922,0.006879022008835812
2111,264560,107,5660,0.002158520102479272
2112,264580,76,1099,0.0015331544653123803
2113,264690,441,1703,0.008896330515825786
2114,264710,2545,6078,0.05134050150289484
2115,264730,584,9448,0.011781081680821448
2116,264970,2,1906,4.034617013979948e-05
2117,26500,1272,10632,0.02566016420891247
2118,265000,45,1855,0.0009077888281454883
2119,265020,4,2828,8.069234027959896e-05
2120,265120,303,2808,0.006112444776179621
2121,265170,78,859,0.0015735006354521796
2122,265210,3007,4974,0.060660466805188516
2123,265240,60,5540,0.0012103851041939844
2124,265300,620,10645,0.012507312743337839
2125,265330,147,6600,0.0029654435052752616
2126,265380,183,3556,0.0036916745677916525
2127,265400,45,9067,0.0009077888281454883
2128,265420,8,814,0.00016138468055919793
2129,265490,3,2554,6.051925520969922e-05
2130,265550,1119,649,0.022573682193217808
2131,265590,426,1209,0.008593734239777289
2132,265610,210,3158,0.004236347864678945
2133,265630,10723,254,0.2163159912045349
2134,265650,225,1802,0.0045389441407274415
2135,265670,129,6549,0.0026023279740170664
2136,265690,151,10674,0.0030461358455548607
2137,265750,166,5177,0.003348732121603357
2138,265770,711,2110,0.014343063484698715
2139,265790,92,1721,0.001855923826430776
2140,265810,81,5533,0.001634019890661879
2141,265830,53,253,0.001069173508704686
2142,265870,160,399,0.0032276936111839583
2143,265890,498,2613,0.01004619636481007
2144,265930,9450,1147,0.19063565391055254
2145,265950,141,400,0.0028444049948558635
2146,265970,19,3882,0.0003832886163280951
2147,265990,56,7977,0.0011296927639143854
2148,266010,890,5725,0.017954045712210768
2149,266030,227,6296,0.0045792903108672406
2150,266050,123,6765,0.002481289463597668
2151,266070,582,1330,0.011740735510681648
2152,266090,38,4195,0.0007665772326561902
2153,266110,682,5875,0.013758044017671623
2154,266130,575,10586,0.011599523915192351
2155,266150,677,10614,0.013657178592322124
2156,266170,211,1102,0.004256520949748845
2157,266190,8,1667,0.00016138468055919793
2158,266210,959,2227,0.01934598858203385
2159,266230,88,520,0.0017752314861511772
2160,266250,46,896,0.000927961913215388
2161,266290,89,6535,0.0017954045712210767
2162,266310,364,1251,0.007343002965443505
2163,266330,236,2689,0.004760848076496339
2164,266370,43,9440,0.0008674426580056888
2165,266390,88,7347,0.0017752314861511772
2166,266410,42,1202,0.0008472695729357891
2167,266430,2919,8864,0.05888523531903734
2168,266450,244,1925,0.004922232757055537
2169,266470,5,3764,0.0001008654253494987
2170,266490,147,1278,0.0029654435052752616
2171,266510,902,7191,0.018196122733049564
2172,266550,114,10950,0.0022997316979685703
2173,266590,278,3270,0.005608117649432128
2174,266620,6,6898,0.00012103851041939844
2175,266840,2646,5365,0.053377983094954715
2176,266940,38,4884,0.0007665772326561902
2177,266980,14,4820,0.00028242319097859634
2178,267060,223,4498,0.004498597970587642
2179,267220,10,833,0.0002017308506989974
2180,267340,221,14,0.0044582518004478424
2181,267360,119,5731,0.002400597123318069
2182,267440,7,593,0.00014121159548929817
2183,267490,957,7113,0.01930564241189405
2184,267530,756,4184,0.015250852312844202
2185,267550,241,3872,0.004861713501845838
2186,267600,278,514,0.005608117649432128
2187,267610,256,5240,0.005164309777894334
2188,267670,97,428,0.0019567892517802746
2189,267730,30,3468,0.0006051925520969922
2190,267750,404,9088,0.008149926368239494
2191,267900,113,6504,0.0022795586128986707
2192,267920,411,3886,0.008291137963728793
2193,267940,436,1361,0.008795465090476287
2194,267960,431,6113,0.008694599665126788
2195,267980,587,955,0.011841600936031147
2196,2680,3,3853,6.051925520969922e-05
2197,26800,2706,6397,0.054588368199148696
2198,268050,758,1309,0.015291198482984002
2199,268130,5,818,0.0001008654253494987
2200,268200,112,1457,0.0022593855278287707
2201,268220,165,1682,0.003328559036533457
2202,268240,398,9456,0.008028887857820096
2203,268260,12,1463,0.00024207702083879688
2204,268320,85,2473,0.001714712230941478
2205,268340,9,5008,0.00018155776562909766
2206,268360,83,84,0.0016743660608016784
2207,268400,37,4272,0.0007464041475862904
2208,268420,3885,10748,0.07837243549656049
2209,268500,2067,1290,0.041697766839482765
2210,268520,54,494,0.0010893465937745859
2211,268540,444,8636,0.008956849771035485
2212,268650,748,3006,0.015089467632285006
2213,268670,29,6359,0.0005850194670270924
2214,268710,5,1950,0.0001008654253494987
2215,268750,1967,5539,0.039680458332492785
2216,268810,89,1730,0.0017954045712210767
2217,268830,140,3452,0.0028242319097859635
2218,268850,1168,851,0.023562163361642897
2219,268870,546,5698,0.011014504448165258
2220,268890,7,3663,0.00014121159548929817
2221,268930,5,4988,0.0001008654253494987
2222,268970,6,8880,0.00012103851041939844
2223,2690,3,700,6.051925520969922e-05
2224,26900,1241,7732,0.02503479857174558
2225,269010,55,7516,0.0011095196788444856
2226,269030,238,21,0.004801194246636138
2227,269050,338,1175,0.006818502753626112
2228,269110,237,5547,0.004781021161566239
2229,269150,114,2809,0.0022997316979685703
2230,269170,49,3505,0.0009884811684250873
2231,269210,2538,1311,0.05119928990740554
2232,269230,217,4890,0.004377559460168243
2233,269250,187,8878,0.0037723669080712515
2234,269270,182,3958,0.0036715014827217525
2235,269290,69,2967,0.001391942869823082
2236,269310,93,6193,0.0018760969115006758
2237,269330,72,2484,0.0014524621250327813
2238,269350,183,5778,0.0036916745677916525
2239,269370,174,4857,0.003510116802162555
2240,269390,986,9676,0.019890661878921145
2241,269430,12,4060,0.00024207702083879688
2242,269450,24,2410,0.00048415404167759376
2243,269470,31,4665,0.000625365637166892
2244,269490,358,426,0.007221964455024107
2245,269530,14,3800,0.00028242319097859634
2246,269550,8,3212,0.00016138468055919793
2247,269570,130,8077,0.002622501059086966
2248,269590,72,5981,0.0014524621250327813
2249,269610,92,1983,0.001855923826430776
2250,269630,3,7196,6.051925520969922e-05
2251,269650,64,3937,0.0012910774444735834
2252,269670,187,1759,0.0037723669080712515
2253,269690,26,3625,0.0005245002118173933
2254,269710,3,8362,6.051925520969922e-05
2255,269730,61,4167,0.0012305581892638842
2256,269770,305,1505,0.00615279094631942
2257,269790,157,7335,0.003167174355974259
2258,269810,84,7005,0.0016945391458715782
2259,269890,252,4547,0.005083617437614735
2260,269910,480,2522,0.009683080833551875
2261,269990,74,8654,0.0014928082951725808
2262,2700,1712,4073,0.034536321639668355
2263,27000,211,1040,0.004256520949748845
2264,270010,51,1284,0.0010288273385648868
2265,270030,4,1417,8.069234027959896e-05
2266,270050,252,5376,0.005083617437614735
2267,270070,2,8547,4.034617013979948e-05
2268,270090,255,1629,0.005144136692824434
2269,270110,62,10891,0.001250731274333784
2270,270130,43,1739,0.0008674426580056888
2271,270150,720,3237,0.014524621250327812
2272,270170,1063,4193,0.021443989429303423
2273,270190,42,1716,0.0008472695729357891
2274,27020,60,7779,0.0012103851041939844
2275,270210,299,8883,0.006031752435900022
2276,270230,1,975,2.017308506989974e-05
2277,270270,45,1832,0.0009077888281454883
2278,270310,72,8696,0.0014524621250327813
2279,270330,67,8695,0.0013515966996832825
2280,270370,1117,8694,0.02253333602307801
2281,270410,2,3062,4.034617013979948e-05
2282,270430,3,2612,6.051925520969922e-05
2283,270450,1256,8700,0.025337394847794074
2284,270490,146,8515,0.002945270420205362
2285,27050,23,8701,0.000463980956607694
2286,270510,19,1538,0.0003832886163280951
2287,270550,2430,8699,0.04902059671985637
2288,270570,636,8698,0.012830082104456235
2289,270590,32,8693,0.0006455387222367917
2290,270630,182,8697,0.0036715014827217525
2291,270750,98,2256,0.0019769623368501746
2292,270760,95,10811,0.0019164430816404753
2293,270770,203,8110,0.004095136269189647
2294,270790,209,1134,0.004216174779609045
2295,270810,41,287,0.0008270964878658893
2296,270830,2,2615,4.034617013979948e-05
2297,270850,774,3456,0.015613967844102399
2298,270880,454,10576,0.009158580621734481
2299,270910,33,3396,0.0006657118073066914
2300,270942,32,2120,0.0006455387222367917
2301,270950,45,3092,0.0009077888281454883
2302,2710,39,2325,0.0007867503177260898
2303,271240,350,8388,0.007060579774464909
2304,271290,8336,7187,0.16816283714268423
2305,271360,60,3570,0.0012103851041939844
2306,271370,37,2477,0.0007464041475862904
2307,271500,241,784,0.004861713501845838
2308,271520,108,1683,0.0021786931875491717
2309,271550,109,648,0.0021988662726190717
2310,271570,489,5168,0.009864638599180972
2311,271590,8636,1965,0.17421476266365415
2312,271640,462,1188,0.00931996530229368
2313,271670,267,8129,0.005386213713663231
2314,271730,193,8738,0.0038934054184906496
2315,271760,5,4192,0.0001008654253494987
2316,271820,359,9465,0.007242137540094007
2317,271860,553,4644,0.011155716043654557
2318,271900,393,9380,0.007928022432470597
2319,271920,153,1135,0.00308648201569466
2320,271970,9,2416,0.00018155776562909766
2321,271990,25,8145,0.0005043271267474935
2322,2720,68,8886,0.0013717697847531823
2323,27200,29,2275,0.0005850194670270924
2324,272010,251,8226,0.005063444352544835
2325,272040,303,454,0.006112444776179621
2326,272060,924,5063,0.01863993060458736
2327,27220,16,1566,0.00032276936111839586
2328,272230,43,1640,0.0008674426580056888
2329,272270,32,3040,0.0006455387222367917
2330,272300,3,1470,6.051925520969922e-05
2331,272330,30,2678,0.0006051925520969922
2332,272350,831,4774,0.016763833693086684
2333,272470,867,1483,0.017490064755603073
2334,272490,68,1096,0.0013717697847531823
2335,272510,716,2486,0.014443928910048214
2336,272600,85,1857,0.001714712230941478
2337,272670,76,1324,0.0015331544653123803
2338,272860,1202,10663,0.024248048254019487
2339,272890,1323,7507,0.026688991547477357
2340,272920,1,3224,2.017308506989974e-05
2341,272990,151,485,0.0030461358455548607
2342,27300,46,1718,0.000927961913215388
2343,273030,8,4438,0.00016138468055919793
2344,273070,263,9150,0.005305521373383632
2345,273110,8222,8360,0.16586310544471566
2346,273240,40,367,0.0008069234027959896
2347,27330,38,1465,0.0007665772326561902
2348,273350,8744,9089,0.17639345585120333
2349,273390,30,4505,0.0006051925520969922
2350,273500,158,10905,0.0031873474410441588
2351,273550,162,439,0.003268039781323758
2352,273570,56,7952,0.0011296927639143854
2353,273580,24,2624,0.00048415404167759376
2354,273590,29,1713,0.0005850194670270924
2355,273600,38,3496,0.0007665772326561902
2356,273620,59,1982,0.0011902120191240846
2357,273730,20,1981,0.0004034617013979948
2358,273740,19,7514,0.0003832886163280951
2359,273750,14,5544,0.00028242319097859634
2360,273760,209,8574,0.004216174779609045
2361,273770,163,8232,0.0032882128663936578
2362,273790,34,4748,0.0006858848923765911
2363,273800,2,10591,4.034617013979948e-05
2364,273820,142,1577,0.002864578079925763
2365,273830,28,2608,0.0005648463819571927
2366,273840,31,554,0.000625365637166892
2367,273850,36,7750,0.0007262310625163906
2368,273860,30,646,0.0006051925520969922
2369,273940,207,4677,0.004175828609469246
2370,273960,16,8985,0.00032276936111839586
2371,27400,114,20,0.0022997316979685703
2372,274010,9,7861,0.00018155776562909766
2373,274130,15,6817,0.0003025962760484961
2374,274170,1178,5249,0.023763894212341895
2375,274190,2721,6395,0.054890964475197195
2376,274230,350,661,0.007060579774464909
2377,274250,671,4179,0.013536140081902726
2378,274270,532,10579,0.010732081257186662
2379,274290,800,8135,0.016138468055919793
2380,274310,1561,3462,0.031490185794113494
2381,274350,383,6741,0.0077262915817716
2382,274390,6,7348,0.00012103851041939844
2383,274450,28,1006,0.0005648463819571927
2384,274480,22,6507,0.0004438078715377943
2385,274500,24,7764,0.00048415404167759376
2386,274520,127,8493,0.002561981803877267
2387,274560,818,3164,0.016501583587177987
2388,274620,284,1107,0.005729156159851526
2389,274700,14,7854,0.00028242319097859634
2390,274800,1,6642,2.017308506989974e-05
2391,274880,83,10893,0.0016743660608016784
2392,274900,1556,94,0.031389320368764
2393,274920,900,10765,0.018155776562909766
2394,274940,2207,1415,0.044521998749268724
2395,274980,361,785,0.007282483710233806
2396,275060,22,1504,0.0004438078715377943
2397,275080,201,2388,0.004054790099049847
2398,275100,781,5413,0.015755179439591697
2399,275180,148,786,0.0029856165903451616
2400,275200,150,6814,0.003025962760484961
2401,275290,39,8973,0.0007867503177260898
2402,275310,8,8425,0.00016138468055919793
2403,275330,13,4534,0.00026225010590869664
2404,275350,32,8755,0.0006455387222367917
2405,275390,354,4865,0.007141272114744508
2406,275470,466,2577,0.009400657642573279
2407,275490,897,5391,0.018095257307700067
2408,275510,71,1994,0.0014322890399628815
2409,275530,141,5198,0.0028444049948558635
2410,275570,314,1854,0.006334348711948518
2411,275610,211,1903,0.004256520949748845
2412,275670,445,1434,0.008977022856105384
2413,275810,17,1435,0.00034294244618829556
2414,275830,4,3843,8.069234027959896e-05
2415,275850,1747,1617,0.03524237961711484
2416,2760,299,1180,0.006031752435900022
2417,27600,2,2842,4.034617013979948e-05
2418,276220,22,5707,0.0004438078715377943
2419,276240,15,2063,0.0003025962760484961
2420,276300,13,6149,0.00026225010590869664
2421,276340,23,9132,0.000463980956607694
2422,276360,16,1012,0.00032276936111839586
2423,276380,14,1015,0.00028242319097859634
2424,276430,17,5776,0.00034294244618829556
2425,276440,45,4870,0.0009077888281454883
2426,276460,5,10813,0.0001008654253494987
2427,276730,171,1181,0.0034495975469528554
